source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
FFToday,Ricky Brown,RB,LAR,12,0,0,0,23.846,0.208,0.894,0,0.871,9.15,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ricky Brown,RB,LAR,12,0,0,0,23.849,0.238,0.62,0,0.737,8.296,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ricky Brown,RB,LAR,12,0,0,0,21.581,0.242,0.748,0,1.04,6.187,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Puka Bowers,RB,LV,13,0,0,0,21.454,0.188,0.828,0,0.695,6.257,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Puka Bowers,RB,LV,13,0,0,0,25.09,0.148,0.668,0,0.762,6.163,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Puka Bowers,RB,LV,13,0,0,0,20.967,0.158,0.858,0,0.639,6.609,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Puka Bowers,RB,LV,13,0,0,0,18.02,0.172,0.77,0,0.676,8.059,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Puka Bowers,RB,LV,13,0,0,0,24.672,0.199,0.891,0,0.641,7.562,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Puka Bowers,RB,LV,13,0,0,0,16.363,0.183,0.555,0,0.906,8.48,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Jayden Brown,RB,LAC,11,0,0,0,19.008,0.125,0.531,0,0.619,4.761,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Jayden Brown,RB,LAC,11,0,0,0,18.8,0.146,0.706,0,0.812,7.051,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Jayden Brown,RB,LAC,11,0,0,0,18.071,0.155,0.8,0,0.671,5.142,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Jayden Brown,RB,LAC,11,0,0,0,16.966,0.143,0.674,0,0.391,6.183,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Jayden Brown,RB,LAC,11,0,0,0,18.857,0.15,0.761,0,0.705,4.319,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Jayden Brown,RB,LAC,11,0,0,0,17.73,0.141,0.578,0,0.696,4.281,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Roman McConkey,RB,ARI,5,0,0,0,16.17,0.158,0.812,0,0.618,6.041,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Roman McConkey,RB,ARI,5,0,0,0,21.872,0.137,0.624,0,0.624,6.055,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Roman McConkey,RB,ARI,5,0,0,0,18.842,0.155,0.779,0,0.63,6.39,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Roman McConkey,RB,ARI,5,0,0,0,14.823,0.14,0.839,0,0.733,5.358,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Roman McConkey,RB,ARI,5,0,0,0,13.674,0.123,0.745,0,0.569,5.052,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Roman McConkey,RB,ARI,5,0,0,0,18.182,0.169,0.793,0,0.766,5.39,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marcus Adams,RB,PIT,11,0,0,0,12.848,0.116,0.66,0,0.613,3.66,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marcus Adams,RB,PIT,11,0,0,0,12.501,0.12,0.79,0,0.74,4.638,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marcus Adams,RB,PIT,11,0,0,0,15.715,0.106,0.791,0,0.609,4.893,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marcus Adams,RB,PIT,11,0,0,0,18.438,0.136,0.712,0,0.492,4.532,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marcus Adams,RB,PIT,11,0,0,0,13.808,0.113,0.787,0,0.664,5.684,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marcus Adams,RB,PIT,11,0,0,0,17.118,0.084,0.782,0,0.591,5.127,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Brock Jefferson,RB,CIN,11,0,0,0,12.574,0.086,0.814,0,0.542,3.93,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Brock Jefferson,RB,CIN,11,0,0,0,14.911,0.088,0.615,0,0.516,4.712,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Brock Jefferson,RB,CIN,11,0,0,0,12.865,0.13,0.654,0,0.596,5.375,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Brock Jefferson,RB,CIN,11,0,0,0,13.142,0.118,0.719,0,0.648,4.767,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Brock Jefferson,RB,CIN,11,0,0,0,15.146,0.096,0.66,0,0.356,4.753,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Brock Jefferson,RB,CIN,11,0,0,0,12.913,0.112,0.737,0,0.571,3.993,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bijan Carter,RB,MIA,14,0,0,0,12.798,0.098,0.559,0,0.374,4.085,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bijan Carter,RB,MIA,14,0,0,0,12.421,0.094,0.768,0,0.436,4.467,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bijan Carter,RB,MIA,14,0,0,0,11.832,0.1,0.768,0,0.466,4.368,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bijan Carter,RB,MIA,14,0,0,0,12.058,0.096,0.824,0,0.503,4.903,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bijan Carter,RB,MIA,14,0,0,0,12.697,0.091,0.641,0,0.532,4.598,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bijan Carter,RB,MIA,14,0,0,0,9.495,0.074,0.641,0,0.593,5.132,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Puka Shipley,RB,NO,7,0,0,0,11.753,0.084,0.772,0,0.496,4.158,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Puka Shipley,RB,NO,7,0,0,0,9.686,0.076,0.459,0,0.334,3.189,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Puka Shipley,RB,NO,7,0,0,0,9.406,0.083,0.65,0,0.401,3.88,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Puka Shipley,RB,NO,7,0,0,0,11.231,0.091,0.46,0,0.451,2.749,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Puka Shipley,RB,NO,7,0,0,0,13.065,0.104,0.722,0,0.369,3.641,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Puka Shipley,RB,NO,7,0,0,0,10.853,0.086,0.728,0,0.442,3.613,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Deven Allen,RB,BAL,7,0,0,0,9.178,0.085,1.009,0,0.409,3.795,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Deven Allen,RB,BAL,7,0,0,0,8.942,0.071,0.739,0,0.309,4.216,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Deven Allen,RB,BAL,7,0,0,0,11.476,0.088,0.684,0,0.457,2.601,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Deven Allen,RB,BAL,7,0,0,0,9.594,0.072,0.799,0,0.308,2.545,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Deven Allen,RB,BAL,7,0,0,0,10.814,0.073,0.675,0,0.371,3.317,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Deven Allen,RB,BAL,7,0,0,0,10.314,0.077,0.788,0,0.368,2.994,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Audric Shipley,RB,IND,8,0,0,0,8.344,0.089,0.934,0,0.336,2.756,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Audric Shipley,RB,IND,8,0,0,0,7.451,0.053,0.468,0,0.314,3.229,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Audric Shipley,RB,IND,8,0,0,0,7.818,0.083,0.807,0,0.327,2.736,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Audric Shipley,RB,IND,8,0,0,0,9.742,0.078,0.751,0,0.476,2.89,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Audric Shipley,RB,IND,8,0,0,0,10.181,0.088,0.658,0,0.334,2.889,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Audric Shipley,RB,IND,8,0,0,0,8.525,0.071,0.788,0,0.414,2.858,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Ainias Nabers,RB,SEA,12,0,0,0,8.07,0.057,0.742,0,0.29,1.581,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ainias Nabers,RB,SEA,12,0,0,0,7.922,0.078,0.588,0,0.312,2.251,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ainias Nabers,RB,SEA,12,0,0,0,9.64,0.067,0.638,0,0.3,2.755,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ainias Nabers,RB,SEA,12,0,0,0,6.532,0.04,0.59,0,0.333,2.374,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ainias Nabers,RB,SEA,12,0,0,0,10.278,0.072,0.557,0,0.307,2.597,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ainias Nabers,RB,SEA,12,0,0,0,6.673,0.059,0.763,0,0.378,3.046,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Keon McConkey,RB,NYG,8,0,0,0,7.086,0.062,0.629,0,0.217,1.615,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Keon McConkey,RB,NYG,8,0,0,0,5.979,0.063,0.637,0,0.363,2.6,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Keon McConkey,RB,NYG,8,0,0,0,6.433,0.053,0.689,0,0.273,2.109,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Keon McConkey,RB,NYG,8,0,0,0,7.387,0.069,0.706,0,0.295,2.512,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Keon McConkey,RB,NYG,8,0,0,0,8.065,0.068,0.593,0,0.256,1.865,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Keon McConkey,RB,NYG,8,0,0,0,7.525,0.07,0.75,0,0.223,2.55,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tank Maye,RB,NYJ,9,0,0,0,6.405,0.062,0.69,0,0.248,2.227,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tank Maye,RB,NYJ,9,0,0,0,6.831,0.043,0.745,0,0.27,2.1,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tank Maye,RB,NYJ,9,0,0,0,7.542,0.037,0.649,0,0.308,2.367,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tank Maye,RB,NYJ,9,0,0,0,6.96,0.049,0.744,0,0.161,2.092,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tank Maye,RB,NYJ,9,0,0,0,6.096,0.062,0.609,0,0.322,1.931,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tank Maye,RB,NYJ,9,0,0,0,7.064,0.049,0.645,0,0.251,1.787,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Grant Spears,RB,BUF,8,0,0,0,5.551,0.059,0.841,0,0.225,1.928,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Grant Spears,RB,BUF,8,0,0,0,6.124,0.041,0.66,0,0.233,1.803,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Grant Spears,RB,BUF,8,0,0,0,6.066,0.036,0.676,0,0.248,2.105,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Grant Spears,RB,BUF,8,0,0,0,5.817,0.047,0.626,0,0.254,1.671,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Grant Spears,RB,BUF,8,0,0,0,4.801,0.039,0.695,0,0.199,2.337,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Grant Spears,RB,BUF,8,0,0,0,6.256,0.048,0.669,0,0.302,1.735,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tank Daniels,RB,ATL,6,0,0,0,5.813,0.042,0.501,0,0.169,1.505,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tank Daniels,RB,ATL,6,0,0,0,6.254,0.048,0.814,0,0.215,2.234,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tank Daniels,RB,ATL,6,0,0,0,5.379,0.05,0.638,0,0.232,1.223,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tank Daniels,RB,ATL,6,0,0,0,4.98,0.041,0.45,0,0.165,2.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tank Daniels,RB,ATL,6,0,0,0,3.952,0.054,0.932,0,0.216,1.424,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tank Daniels,RB,ATL,6,0,0,0,4.99,0.045,0.732,0,0.169,1.663,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Theo Nabers,RB,LV,13,0,0,0,4.829,0.038,0.814,0,0.16,1.454,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Theo Nabers,RB,LV,13,0,0,0,4.119,0.05,0.672,0,0.173,1.29,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Theo Nabers,RB,LV,13,0,0,0,3.782,0.056,0.666,0,0.135,1.531,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Theo Nabers,RB,LV,13,0,0,0,3.384,0.033,0.831,0,0.184,1.388,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Theo Nabers,RB,LV,13,0,0,0,4.133,0.034,0.742,0,0.148,1.76,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Theo Nabers,RB,LV,13,0,0,0,4.175,0.035,0.597,0,0.21,1.809,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Roman Allen,RB,MIA,14,0,0,0,4.306,0.038,0.604,0,0.169,1.297,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Roman Allen,RB,MIA,14,0,0,0,2.965,0.032,0.701,0,0.172,1.563,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Roman Allen,RB,MIA,14,0,0,0,3.939,0.033,0.589,0,0.157,1.07,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Roman Allen,RB,MIA,14,0,0,0,4.263,0.04,0.677,0,0.16,1.405,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Roman Allen,RB,MIA,14,0,0,0,4.065,0.032,0.517,0,0.183,1.41,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Roman Allen,RB,MIA,14,0,0,0,3.984,0.024,0.634,0,0.151,1.337,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Daniels,WR,ATL,6,0,0,0,38.25,0,0.802,0,94.496,1427.625,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Daniels,WR,ATL,6,0,0,0,43.75,0,0.783,0,97.766,1175.034,9.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Daniels,WR,ATL,6,0,0,0,44.111,0,0.802,0,91.057,1355.207,8.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Daniels,WR,ATL,6,0,0,0,42.339,0,0.797,0,99.392,1441.63,8.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Daniels,WR,ATL,6,0,0,0,41.247,0,0.765,0,98.368,1231.652,9.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Daniels,WR,ATL,6,0,0,0,41.845,0,0.849,0,97.366,1370.928,9.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon Adams,WR,HOU,7,0,0,0,38.157,0,0.742,0,93.838,1358.305,8.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon Adams,WR,HOU,7,0,0,0,37.565,0,0.79,0,94.206,1363.87,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon Adams,WR,HOU,7,0,0,0,36.761,0,0.717,0,93.821,1321.831,8.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon Adams,WR,HOU,7,0,0,0,34.577,0,0.764,0,101.968,1400.13,8.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon Adams,WR,HOU,7,0,0,0,38.995,0,0.781,0,91.154,1352.122,8.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon Adams,WR,HOU,7,0,0,0,35.548,0,0.829,0,85.954,1240.943,9.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Rome Pollard,WR,CLE,12,0,0,0,40.017,0,0.766,0,88.018,1165.023,8.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Rome Pollard,WR,CLE,12,0,0,0,35.115,0,0.768,0,92.254,1237.355,7.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Rome Pollard,WR,CLE,12,0,0,0,38.032,0,0.754,0,85.073,1320.579,8.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Rome Pollard,WR,CLE,12,0,0,0,39.197,0,0.754,0,91.937,1108.385,8.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Rome Pollard,WR,CLE,12,0,0,0,38.592,0,0.806,0,93.971,1344.794,8.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Rome Pollard,WR,CLE,12,0,0,0,40.495,0,0.783,0,94.263,1221.608,8.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bijan Hill,WR,CLE,12,0,0,0,41.113,0,0.832,0,87.645,1273.412,8.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bijan Hill,WR,CLE,12,0,0,0,38.632,0,0.643,0,99.381,1262.218,8.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bijan Hill,WR,CLE,12,0,0,0,38.968,0,0.836,0,87.909,1319.222,7.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bijan Hill,WR,CLE,12,0,0,0,35.417,0,0.744,0,90.337,1153.222,7.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bijan Hill,WR,CLE,12,0,0,0,36.125,0,0.79,0,88.301,1272.922,8.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bijan Hill,WR,CLE,12,0,0,0,38.017,0,0.713,0,85.057,1062.878,8.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Xzavier Maye,WR,DAL,13,0,0,0,37.166,0,0.845,0,80.555,1260.683,7.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Xzavier Maye,WR,DAL,13,0,0,0,36.524,0,0.74,0,88.582,1023.813,8.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Xzavier Maye,WR,DAL,13,0,0,0,35.717,0,0.674,0,82.209,1228.79,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Xzavier Maye,WR,DAL,13,0,0,0,34.285,0,0.766,0,84.758,1261.965,7.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Xzavier Maye,WR,DAL,13,0,0,0,36.656,0,0.771,0,87.287,1269.646,7.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Xzavier Maye,WR,DAL,13,0,0,0,35.421,0,0.699,0,86.283,1168.914,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Devon Spears,WR,MIA,14,0,0,0,34.777,0,0.761,0,91.612,1074.094,7.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Devon Spears,WR,MIA,14,0,0,0,35.119,0,0.699,0,81.08,1058.135,7.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Devon Spears,WR,MIA,14,0,0,0,36.5,0,0.715,0,78.502,1139.813,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Devon Spears,WR,MIA,14,0,0,0,37.234,0,0.701,0,80.608,1010.638,8.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Devon Spears,WR,MIA,14,0,0,0,34.795,0,0.72,0,84.091,1151.41,7.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Devon Spears,WR,MIA,14,0,0,0,32.371,0,0.785,0,92.984,1239.286,7.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Ladd Bigsby,WR,DAL,13,0,0,0,32.593,0,0.669,0,76.43,1019.002,7.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ladd Bigsby,WR,DAL,13,0,0,0,29.547,0,0.749,0,73.646,1040.921,7.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ladd Bigsby,WR,DAL,13,0,0,0,30.149,0,0.736,0,87.288,1288.203,7.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ladd Bigsby,WR,DAL,13,0,0,0,34.328,0,0.667,0,79.817,1075.302,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ladd Bigsby,WR,DAL,13,0,0,0,34.792,0,0.777,0,75.057,1259.185,8.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ladd Bigsby,WR,DAL,13,0,0,0,33.173,0,0.611,0,80.431,1124.238,7.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Isaiah Mitchell,WR,NYJ,9,0,0,0,35.057,0,0.71,0,81.69,1154.452,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Isaiah Mitchell,WR,NYJ,9,0,0,0,34.406,0,0.843,0,81.774,1149.193,7.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Isaiah Mitchell,WR,NYJ,9,0,0,0,30.272,0,0.761,0,86.722,1070.936,7.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Isaiah Mitchell,WR,NYJ,9,0,0,0,36.257,0,0.706,0,82.857,1016.43,7.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Isaiah Mitchell,WR,NYJ,9,0,0,0,30.603,0,0.744,0,83.175,1107.289,6.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Isaiah Mitchell,WR,NYJ,9,0,0,0,31.785,0,0.744,0,77.159,1080.401,6.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Javon Coleman,WR,PIT,11,0,0,0,30.858,0,0.683,0,72.284,1069.865,6.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Javon Coleman,WR,PIT,11,0,0,0,28.779,0,0.794,0,81.67,1093.808,6.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Javon Coleman,WR,PIT,11,0,0,0,30.754,0,0.719,0,72.849,1100.578,6.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Javon Coleman,WR,PIT,11,0,0,0,32.307,0,0.713,0,80.079,985.27,5.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Javon Coleman,WR,PIT,11,0,0,0,27.07,0,0.784,0,68.097,1064.434,7.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Javon Coleman,WR,PIT,11,0,0,0,32.702,0,0.8,0,81.312,1118.564,6.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Malik Brooks,WR,DAL,13,0,0,0,29.37,0,0.702,0,72.531,1024.315,6.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Malik Brooks,WR,DAL,13,0,0,0,33.901,0,0.525,0,68.072,1026.507,6.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Malik Brooks,WR,DAL,13,0,0,0,30.095,0,0.685,0,75.918,1029.393,6.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Malik Brooks,WR,DAL,13,0,0,0,31.602,0,0.577,0,76.26,985.244,6.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Malik Brooks,WR,DAL,13,0,0,0,28.647,0,0.693,0,72.701,926.122,6.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Malik Brooks,WR,DAL,13,0,0,0,31.283,0,0.697,0,70.086,1250.93,6.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Javon Brooks,WR,ATL,6,0,0,0,26.335,0,0.7,0,72.381,933.426,6.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Javon Brooks,WR,ATL,6,0,0,0,28.333,0,0.714,0,72.76,1074.034,6.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Javon Brooks,WR,ATL,6,0,0,0,30.788,0,0.675,0,64.521,889.238,6.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Javon Brooks,WR,ATL,6,0,0,0,31.049,0,0.668,0,73.935,1134.929,6.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Javon Brooks,WR,ATL,6,0,0,0,30.017,0,0.702,0,67.097,967.035,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Javon Brooks,WR,ATL,6,0,0,0,31.37,0,0.631,0,80.295,1027.943,6.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
